tweet,label
The highlight of my ramadhan this year has been to see so many trappersdrug dealers amp non practicing people in the masjid May Allah bless every single of you and dont let anyone make you feel as if you dont belong in the masjid Keep it up,Negative
Salafi Salafirecording Salaf Muslim Islam Quran Sunnah Salafiyyah,Positive
May Allh reward the President amp government of Turkiye for their efforts in organising aid for the people outstanding,Negative
Imam malik did not give fatawa until scholars testified for him Meanwhile you have individuals on tiktok live and Instagram giving fatwa who have not even studied Kitaab At Tawhid correctly Allahu mustaan May Allah save us,Positive
The Two Biological Sexes and the Invention of Gender Identity Imm alSad said Allh created every type of animal whose existence He wanted to continue as male and femaleso that the category of animal would remain Read article,Negative
O Allah increase our wealth children and bless what you have given us,Negative
Lesson In this lesson the speaker continues with the duas to be recited before sleep Islam Muslim Tawheed Shirk Sunnah Shirk Hanafi Fiqh Salaf Salafi Manhaj Dua,Positive
Gratitude is key Never fail to appreciate what the Almighty has blessed you with Use the blessings in His cause and He will grant you more Do your best in your worldly affairs and the Hereafter When He sees you doing your part He will open doors that no man can shut,Negative
Sujud ash shukr is one prostration that can be done at any time when either you are grateful for a blessing that Allh has provide or a calamity has been removed,Negative
Correct your tajwd in days by focusing on one letter a day Mufti Muhammad Taqi Usmani,Negative
There is no need to spell everything out once the fundamental mana amp haqiqa has been conveyed the aqil will recognise what flows from it Blessings upon the Prophet and His community,Negative
This goes to show that EVERYONE has a role to play in spreading Islam even if you havent got the knowledge to be the teacher you have many other roles you can play and sometimes those roles can be as rewarding as being the teacher SubhanAllah,Negative
NEW VIDEO Nigerian Brother Seeks Truth To Then Accept Islam Darusunnah Mosque,Positive
the United States in exchange for money Instead of feeling any shame you seem to be proud of it A true Muslim would be filled with shame upon hearing that their country is selling women for monetary gain,Negative
Golden rule regarding jinns If youre afraid of jinns theyre not afraid of you but if youre not afraid of them they are afraid of you,Negative
If you wish to donate please do so with the reference Uthmaan Family Karim Hadeq Monzo PayPal Karimhadeq BaarakaAllahu Feekum Ive known the brother for years and can vouch for his situation We strive to aid our brothers in their time of need,Negative
Shaykh Ibn alUthaymn Du at the time of ifr,Positive
Why do you think we have so many riwaya of sahaba on their death beds saying do my nikah I do not want to face Allah without half my deen There are some things that are beyond the realm of fiqh and fall into ihsan It wasnt wajib on them in the legal sense in that state,Negative
Difference of opinions in practicing is truly a mercy from Allah The problem is when we dont have the capacity to tolerate and appreciate this Guidance from teachers and their continuous scrutiny is a extremely important ingredient in studying with a balanced approach,Negative
Listen to The Way Of The Salaf Is The Path To Success By by on SoundCloud,Positive
We asked to our beloved Shaykh Arafat at his house the reward for praying in Makkah is it only for the Masjid around the Kabah or the whole land of Makkah The shaykh replied the stronger opinion is the whole land of Makkah,Negative
He said I plead my grief amp sorrow before God I have knowledge from God that you do not have My sons go amp seek news of Joseph and his brother amp do not despair of Gods mercy Q I can be wrong Share your thoughts amp Ill retweet convincing answersresponses,Negative
Inshaallah by next year you can be wellprepared for taking your relationship with the Quran to a higher level And we ask Allah for tawfiq,Negative
AI Projection of the Happy Newlyweds Muhammad and Aisha,Negative
AYAH OF THE DAY Shawwal And We led the Children of Israel across the sea then they came upon a people who were devoted to idols of theirs They said O Musa make for us a god just as they have gods He said Indeed you are a people behaving ignorantly,Negative
No matter who you are you can talk to Allah the creator,Negative
believe it is the True Speech of Allah they make takfir of the scholars like Ibn Taymiyyah Ibn AbdulWahhab and called as Wahabbi takfir in their sect Imams Darimi Ibn Khuzaymah Dhahabie Ibn alQayyim etc they allow gambling with kuffar also stealing their crops and,Positive
Dont take the Quran for granted brothers and sisters,Negative
Our Day first segment of the day Session Topics include IslamicLaw architecture design education MusliminBritain muslimbeliefs,Negative
Sharing your urges online to strangers is total weakness and takes from your manhood Also a person who continuously chases females is a man who has no ambition and is a slave to his urges Weakness has entered his body and soul and he cannot control himself Move in silence,Negative
ishah ra narrated that the Prophet said The most beloved actions to Allah are those that are consistent even if they are small a alBukhr,Negative
Alhamdulilah Despite the we were able to host the Eid prayers in the Musalla and celebrate this auspicious day of Eid with our community and families We thank you all for your contributions and support to make this happen and ask Allah to reward you tremendously,Negative
New Track Added Night Raman Short Reminders By Abu Hakeem Bill Davis,Positive
Not my cup of tea Anyway rant over Better to be a sunni amp a sharabi than a deo taffy rafidi or wahabi Make of that what you will Goodnight,Negative
It was said that murabit al haaj rh would encourage students to not even pray salah behind him till they themselves were convinced with their own eyes that the time for that salah has come in amp to pray in their own Jamat when they were,Negative
A common question is How do I pay my Zakat InshaAllah we will be going through the Fiqh Rulings on Zakat here Sundays pm all recordings will be provided for those who cant make it on time Sign up here,Negative
One riwayah of Sahnun just mentions the hands upto the shoulders when he opened the prayer nothing of ruku is mentioned how is this being used for ruku This is from both ibn Wahb and Ibn alQasim AlBayhaqi mentions raf ulyadain before and after ruku from Ibn Wahb,Positive
and fear Allah that you may receive mercy Muhsin Khan,Negative
The Prophet said O Allaah Never turn my grave into an idol to be worshipped Allaahs wrath intensified on a people who turn their Prophets graves into Masjid,Negative
The Moon has been officially sighted in Saudi Arabia So Eid is TOMORROW May Allah our accept our worship,Negative
